   0.735435113E-01   0.476324886E+00   0.000000000E+00   0.000000000E+00
   0.695922971E-01   0.451383978E+00   0.331034251E-01   0.210607890E-03
   0.593395606E-01   0.386599183E+00   0.558806024E-01   0.710541965E-03
   0.464100540E-01   0.304604918E+00   0.644475818E-01   0.122621085E-02
   0.340780132E-01   0.225940436E+00   0.615923256E-01   0.155182439E-02
   0.240741484E-01   0.161704749E+00   0.527417883E-01   0.165194040E-02
   0.167413782E-01   0.114149339E+00   0.424114652E-01   0.158559787E-02
   0.116766682E-01   0.808889046E-01   0.330794938E-01   0.144169992E-02
   0.828703307E-02   0.582656264E-01   0.256187972E-01   0.128374679E-02
   0.602714764E-02   0.428663380E-01   0.199620388E-01   0.112992898E-02
   0.451156078E-02   0.323123336E-01   0.158011187E-01   0.100028527E-02
   0.346647762E-02   0.248784497E-01   0.127178784E-01   0.893015822E-03
   0.272219186E-02   0.194892492E-01   0.103905685E-01   0.804640062E-03
   0.217215298E-02   0.154486531E-01   0.857937336E-02   0.724019192E-03
   0.174979470E-02   0.123308934E-01   0.712018972E-02   0.651291222E-03
   0.141522568E-02   0.986571424E-02   0.590957841E-02   0.583537039E-03
   0.114662317E-02   0.789556373E-02   0.489822403E-02   0.516303233E-03
   0.925697968E-03   0.629263651E-02   0.403183512E-02   0.455625326E-03
   0.742545584E-03   0.498659210E-02   0.328860502E-02   0.392129266E-03
   0.591887219E-03   0.392701151E-02   0.265988847E-02   0.333153206E-03
   0.466751808E-03   0.306328060E-02   0.212312071E-02   0.278582389E-03
   0.363588828E-03   0.235950132E-02   0.166743679E-02   0.229726938E-03
   0.280055247E-03   0.179981056E-02   0.129306037E-02   0.185741941E-03
   0.212118903E-03   0.135338621E-02   0.983448932E-03   0.146474122E-03
   0.159250936E-03   0.100810919E-02   0.740235322E-03   0.113972113E-03
   0.116050855E-03   0.730834785E-03   0.536584470E-03   0.852475350E-04
   0.835342216E-04   0.524359522E-03   0.383888109E-03   0.628461930E-04
   0.588540643E-04   0.368336769E-03   0.266980933E-03   0.447661660E-04
   0.400022072E-04   0.251175661E-03   0.177329493E-03   0.304213900E-04
   0.266088809E-04   0.167596882E-03   0.114051662E-03   0.200831619E-04
   0.173711887E-04   0.110278037E-03   0.713128829E-04   0.126479290E-04
   0.108709355E-04   0.703150581E-04   0.417016599E-04   0.748962475E-05
   0.638514803E-05   0.427617597E-04   0.215567325E-04   0.392805032E-05
