   0.453727180E-02   0.633798018E-01   0.173517502E-10   0.000000000E+00
   0.447581336E-02   0.622642189E-01   0.613090256E-02   0.401268298E-04
   0.430830941E-02   0.592417903E-01   0.116066048E-01   0.152141627E-03
   0.405373331E-02   0.546186268E-01   0.159297697E-01   0.311961572E-03
   0.374379801E-02   0.489923619E-01   0.188728813E-01   0.492813124E-03
   0.341107207E-02   0.429535806E-01   0.204722881E-01   0.669722154E-03
   0.307819294E-02   0.369828045E-01   0.209210031E-01   0.825050462E-03
   0.275976839E-02   0.313826278E-01   0.204890035E-01   0.934268348E-03
   0.246298825E-02   0.263017714E-01   0.194353275E-01   0.101675733E-02
   0.218981062E-02   0.218538810E-01   0.179961659E-01   0.106103625E-02
   0.193969789E-02   0.180300213E-01   0.163503811E-01   0.107030163E-02
   0.170398445E-02   0.147863533E-01   0.145825166E-01   0.104227278E-02
   0.148907537E-02   0.120531842E-01   0.128323529E-01   0.100018759E-02
   0.128775055E-02   0.976559240E-02   0.111214751E-01   0.938440033E-03
   0.110029557E-02   0.786068197E-02   0.949459989E-02   0.855522812E-03
   0.924806227E-03   0.626450730E-02   0.795961171E-02   0.765793840E-03
   0.768275349E-03   0.495499885E-02   0.658861734E-02   0.671702670E-03
   0.627057801E-03   0.387332076E-02   0.535502797E-02   0.575569284E-03
   0.501570175E-03   0.298169674E-02   0.426286645E-02   0.482375995E-03
   0.394185510E-03   0.226416858E-02   0.333417580E-02   0.395789219E-03
   0.301616092E-03   0.167989440E-02   0.253653293E-02   0.313905039E-03
   0.225225507E-03   0.121952489E-02   0.188194087E-02   0.242625945E-03
   0.164034980E-03   0.862619665E-03   0.135923072E-02   0.182239834E-03
   0.115863528E-03   0.591920398E-03   0.950617250E-03   0.132812551E-03
   0.791144121E-04   0.391595881E-03   0.640441314E-03   0.925861023E-04
   0.521088405E-04   0.246703916E-03   0.413049798E-03   0.623436645E-04
   0.315679281E-04   0.142509321E-03   0.242611772E-03   0.378398690E-04
   0.183834436E-04   0.773486026E-04   0.134998743E-03   0.219077065E-04
   0.101798059E-04   0.382654180E-04   0.693568581E-04   0.116908450E-04
   0.486162617E-05   0.158864786E-04   0.291217075E-04   0.507013146E-05
