   0.232774750E-03   0.805617310E-02  -0.142569235E-11   0.000000000E+00
   0.227314042E-03   0.773602212E-02   0.971111935E-03   0.533873708E-05
   0.212059400E-03   0.686915265E-02   0.170921325E-02   0.188450504E-04
   0.191479034E-03   0.571460789E-02   0.210809964E-02   0.348312315E-04
   0.169497973E-03   0.452415459E-02   0.219906308E-02   0.484143784E-04
   0.148597275E-03   0.346361566E-02   0.208287104E-02   0.574045735E-04
   0.129590480E-03   0.259315735E-02   0.185715372E-02   0.611878495E-04
   0.112295886E-03   0.191512541E-02   0.159066683E-02   0.611227151E-04
   0.960045654E-04   0.140061183E-02   0.131957408E-02   0.580038286E-04
   0.804470837E-04   0.101458642E-02   0.106382673E-02   0.525539799E-04
   0.658493082E-04   0.727648381E-03   0.835698273E-03   0.456255366E-04
   0.521903821E-04   0.513647974E-03   0.636060082E-03   0.381025202E-04
   0.399386154E-04   0.355400814E-03   0.468410115E-03   0.304071564E-04
   0.292704481E-04   0.238835550E-03   0.330948271E-03   0.231955109E-04
   0.205938468E-04   0.155343223E-03   0.224666452E-03   0.169231280E-04
   0.135701412E-04   0.955849828E-04   0.142525474E-03   0.113895894E-04
   0.847020328E-05   0.556134510E-04   0.852275552E-04   0.723124413E-05
   0.491580568E-05   0.299894764E-04   0.469216902E-04   0.420420611E-05
   0.255376995E-05   0.142922818E-04   0.225112872E-04   0.211247448E-05
   0.120784784E-05   0.602472301E-05   0.945493139E-05   0.939926679E-06
   0.452472335E-06   0.196457881E-05   0.268363215E-05   0.280870921E-06
   0.127931273E-06   0.578639401E-06   0.296202529E-06   0.363113770E-07
   0.370697784E-07   0.430637897E-06   0.449669209E-07   0.996242377E-08
   0.338140396E-07   0.704320883E-06   0.483905637E-06   0.592802927E-07
   0.588655169E-07   0.967505798E-06   0.977077093E-06   0.119662317E-06
   0.775105633E-07   0.105797244E-05   0.124194378E-05   0.156705056E-06
   0.812662080E-07   0.996116569E-06   0.124681105E-05   0.161561445E-06
   0.678766554E-07   0.780788639E-06   0.101691262E-05   0.137232192E-06
   0.524044133E-07   0.573071191E-06   0.757926841E-06   0.102936873E-06
   0.341353221E-07   0.365367669E-06   0.493452376E-06   0.700444289E-07
   0.216498517E-07   0.228337072E-06   0.317864419E-06   0.482009632E-07
   0.100669251E-07   0.109567921E-06   0.147098447E-06   0.233248638E-07
   0.574751891E-08   0.637969180E-07   0.855624265E-07   0.144384886E-07
   0.126385491E-08   0.152397153E-07   0.199164774E-07   0.386276522E-08
   0.364316438E-09   0.257688115E-08  -0.197082906E-08   0.167339198E-08
   0.283331691E-09   0.170677028E-08   0.633986474E-09   0.612748297E-09
   0.316650650E-09   0.186474125E-08   0.324682237E-08   0.297920993E-09
   0.109647358E-08   0.701299641E-08   0.854400373E-08   0.131000177E-08
   0.708462899E-09   0.537895861E-08   0.803169797E-08   0.106779841E-08
   0.958365831E-09   0.707512227E-08   0.115868772E-07   0.138173628E-08
   0.758640151E-09   0.618587848E-08   0.978469838E-08   0.139949208E-08
   0.759165064E-09   0.706252168E-08   0.932876532E-08   0.177377457E-08
   0.563493363E-09   0.405921252E-08   0.531131983E-08   0.125230537E-08
   0.288626706E-09   0.319831783E-08   0.422338120E-08   0.941217770E-09
   0.731447125E-09   0.341301565E-08   0.217637228E-09   0.166710934E-08
   0.848326187E-09   0.213296913E-08  -0.433419123E-08   0.138387990E-08
   0.394832056E-09   0.215358043E-08  -0.229851190E-10   0.112562881E-08
   0.133213773E-08   0.256481170E-08  -0.908715858E-08   0.178892956E-08
   0.189815585E-08   0.317957505E-08  -0.119894468E-07   0.210996287E-08
   0.348527740E-08   0.543204415E-08  -0.214159712E-07   0.348125639E-08
   0.507137310E-08   0.849694537E-08  -0.320370255E-07   0.476545958E-08
   0.519164001E-08   0.893656971E-08  -0.335104282E-07   0.519847276E-08
   0.265206346E-08   0.427190860E-08  -0.164084994E-07   0.232112329E-08
   0.462223637E-08   0.689884194E-08  -0.283126802E-07   0.390673893E-08
   0.656441235E-09   0.804242395E-09  -0.359755203E-08   0.392234800E-09
   0.439857484E-09   0.928039035E-09  -0.286795565E-08   0.547094037E-09
   0.751664397E-09   0.227365171E-08  -0.523805888E-08   0.164570590E-08
   0.503330977E-08   0.865873417E-08  -0.312637560E-07   0.529588950E-08
   0.203101393E-07   0.324873923E-07  -0.121604600E-06   0.188331288E-07
   0.594077747E-07   0.891427661E-07  -0.342958259E-06   0.514486622E-07
   0.126502485E-06   0.182683578E-06  -0.711182054E-06   0.100013615E-06
   0.214107942E-06   0.302527269E-06  -0.117520915E-05   0.161869636E-06
   0.299028358E-06   0.413876222E-06  -0.159217484E-05   0.210608889E-06
   0.448609711E-06   0.608963262E-06  -0.230949013E-05   0.297902460E-06
   0.478381025E-06   0.634380740E-06  -0.233492847E-05   0.292463966E-06
   0.540907024E-06   0.698372276E-06  -0.244570310E-05   0.295024279E-06
   0.507424261E-06   0.627432598E-06  -0.198493740E-05   0.234835909E-06
   0.367403430E-06   0.418577599E-06  -0.966748644E-06   0.111382114E-06
   0.263987459E-06   0.241580409E-06  -0.155830548E-06   0.374275153E-07
   0.468575365E-06   0.382134033E-06  -0.845965985E-06   0.127732150E-06
   0.156825797E-05   0.146706554E-05  -0.583130668E-05   0.668459222E-06
   0.436209848E-05   0.424446944E-05  -0.181719970E-04   0.190408105E-05
   0.101423257E-04   0.996205290E-05  -0.428997409E-04   0.418143418E-05
   0.203092059E-04   0.197815680E-04  -0.840097127E-04   0.769447615E-05
   0.370841808E-04   0.357217177E-04  -0.148300052E-03   0.127106550E-04
   0.620000719E-04   0.588783987E-04  -0.236905616E-03   0.190689316E-04
   0.977991222E-04   0.918025034E-04  -0.354503893E-03   0.265578219E-04
   0.146335500E-03   0.136094284E-03  -0.498750713E-03   0.347251589E-04
   0.211819322E-03   0.196002962E-03  -0.673701230E-03   0.431937224E-04
   0.297961553E-03   0.275483675E-03  -0.876569306E-03   0.516236942E-04
   0.409017521E-03   0.379757199E-03  -0.109924644E-02   0.588079383E-04
   0.553236227E-03   0.517706678E-03  -0.134275516E-02   0.647893976E-04
   0.740721938E-03   0.700432342E-03  -0.160035538E-02   0.690167872E-04
   0.984976883E-03   0.942210725E-03  -0.186219136E-02   0.707724903E-04
   0.130126474E-02   0.125832914E-02  -0.211044564E-02   0.694800037E-04
   0.170249841E-02   0.166110997E-02  -0.230795261E-02   0.638715646E-04
   0.219019898E-02   0.215142104E-02  -0.238938443E-02   0.534692808E-04
   0.273440778E-02   0.269858609E-02  -0.225631311E-02   0.382560138E-04
   0.325883692E-02   0.322506856E-02  -0.180854741E-02   0.204890439E-04
   0.364900171E-02   0.361775886E-02  -0.101979298E-02   0.581486984E-05
