   0.741546333E-03   0.168433134E-01   0.000000000E+00   0.000000000E+00
   0.721069402E-03   0.162423663E-01   0.184162019E-02   0.106499538E-04
   0.665086671E-03   0.146102859E-01   0.328664458E-02   0.379619560E-04
   0.588116352E-03   0.123723987E-01   0.412926544E-02   0.716105715E-04
   0.506526150E-03   0.100141829E-01   0.440464914E-02   0.102178921E-03
   0.430702232E-03   0.784347765E-02   0.427236967E-02   0.123837555E-03
   0.365252374E-03   0.602321839E-02   0.391263235E-02   0.136274306E-03
   0.310205185E-03   0.457906723E-02   0.345690385E-02   0.140656281E-03
   0.263437949E-03   0.346450601E-02   0.297944341E-02   0.138529926E-03
   0.222723291E-03   0.261445134E-02   0.251785875E-02   0.131618013E-03
   0.185868805E-03   0.196599704E-02   0.208353135E-02   0.120898687E-03
   0.153138564E-03   0.147361215E-02   0.169506075E-02   0.107996624E-03
   0.123084552E-03   0.109356735E-02   0.134444528E-02   0.926825232E-04
   0.969410466E-04   0.804241514E-03   0.104493229E-02   0.776311281E-04
   0.741093172E-04   0.580845692E-03   0.789011712E-03   0.631323564E-04
   0.547863747E-04   0.410192704E-03   0.576783146E-03   0.488227997E-04
   0.387297805E-04   0.279236090E-03   0.403316662E-03   0.361447455E-04
   0.265031395E-04   0.184559525E-03   0.272951846E-03   0.259263616E-04
   0.171486263E-04   0.115610303E-03   0.174386674E-03   0.174615634E-04
   0.103210641E-04   0.674248513E-04   0.103283281E-03   0.107874293E-04
   0.591506841E-05   0.372492468E-04   0.580231681E-04   0.631112607E-05
   0.301529622E-05   0.180009083E-04   0.286279519E-04   0.324153598E-05
   0.137419840E-05   0.761103774E-05   0.124157859E-04   0.146532841E-05
   0.519159244E-06   0.254265660E-05   0.427245413E-05   0.527467478E-06
   0.142672093E-06   0.600294243E-06   0.960696980E-06   0.129786159E-06
   0.500515789E-07   0.382875726E-06   0.411169623E-06   0.561735156E-07
   0.691618780E-07   0.765210984E-06   0.873727402E-06   0.122840319E-06
   0.112904786E-06   0.116425792E-05   0.144393050E-05   0.196855737E-06
   0.141328741E-06   0.137325696E-05   0.178634070E-05   0.254759385E-06
   0.151207658E-06   0.141219948E-05   0.188474371E-05   0.277982707E-06
   0.132653497E-06   0.120574009E-05   0.161834362E-05   0.238633163E-06
   0.116772135E-06   0.102901902E-05   0.138048028E-05   0.201261557E-06
   0.895392205E-07   0.776637364E-06   0.106943060E-05   0.161347771E-06
   0.581098121E-07   0.500139379E-06   0.679760205E-06   0.103279419E-06
   0.364495705E-07   0.304246157E-06   0.432346582E-06   0.674353373E-07
   0.185041102E-07   0.150920030E-06   0.208737234E-06   0.305506767E-07
   0.118580639E-07   0.884439757E-07   0.125881968E-06   0.161737539E-07
   0.353485752E-08   0.244439899E-07   0.355445415E-07   0.397546174E-08
   0.240635578E-08   0.112493277E-07   0.123969226E-07   0.857346472E-09
   0.203287187E-08   0.214946683E-08  -0.449136150E-08  -0.407054446E-09
   0.966988933E-09   0.246209653E-08  -0.223789165E-08   0.127394117E-08
   0.206541961E-08   0.935365829E-08   0.347336648E-08   0.441510117E-08
   0.511297804E-08   0.135544456E-07  -0.229777388E-07   0.909091735E-08
   0.370241104E-08   0.123525865E-07  -0.223874643E-07   0.894607233E-08
   0.527293365E-08   0.204436574E-07  -0.634986019E-08   0.115260779E-07
   0.616621953E-08   0.214092015E-07  -0.110890488E-07   0.122876642E-07
   0.742266826E-08   0.237888766E-07  -0.135331879E-07   0.134040539E-07
   0.538648415E-08   0.152983191E-07  -0.274501275E-07   0.105933404E-07
