#! E_beam[f,0]/dE_beam[f,1]/sync_rad[f,2]/HALLC:p[f,3]/
10.60314 0.00415 	0.00265 	10597.7
10.59915 0.00415 	0.00265 	10597.6
10.21404 0.00404 	0.00265 	10205.4
10.39269 0.00409 	0.00244 	10386.2
10.39069 0.00409 	0.00244 	10385.2
10.549355 0.0041371 	0.0026 	10539.2
10.544427 0.0041357 	0.0026 	10537.8
