#theta_nq = 85 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03039  0.00000   0.00000   0.00000  19.33300   19.33300
0.06076  0.00000   0.00000   0.00000  6.69990   6.69990
0.09871  0.00000   0.00000   0.00000  3.98530   3.98530
0.13785  0.00000   0.00000   0.00000  3.43180   3.43180
0.17785  0.00000   0.00000   0.00000  3.88670   3.88670
0.21792  0.00000   0.00000   0.00000  5.01840   5.01840
0.25855  0.00000   0.00000   0.00000  7.56790   7.56790
0.29933  0.00000   0.00000   0.00000  10.48380   10.48380
0.33936  0.00000   0.00000   0.00000  9.72180   9.72180
0.37895  0.00000   0.00000   0.00000  11.97470   11.97470
0.41831  0.00000   0.00000   0.00000  13.73980   13.73980
0.45772  0.00000   0.00000   0.00000  19.34290   19.34290
0.49684  0.00000   0.00000   0.00000  38.05310   38.05310
0.53607  0.00000   0.00000   0.00000  50.92110   50.92110
0.57430  0.00000   0.00000   0.00000  61.32990   61.32990
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
nan  0.00000   0.00000   0.00000  nan   0.00000
