#theta_nq = 55 +/- 5 deg :: All errors are relative, dsig / sig [%] 
#!pm_avg[f,0]/   kin_syst[f,1]/   norm_syst[f,2]/   tot_syst[f,3]/   tot_stats[f,4]/   tot_err[f,5]/
0.03184  0.00000   0.00000   0.00000  13.72720   13.72720
0.06209  0.00000   0.00000   0.00000  4.43620   4.43620
0.09887  0.00000   0.00000   0.00000  2.96220   2.96220
0.13759  0.00000   0.00000   0.00000  2.93330   2.93330
0.17709  0.00000   0.00000   0.00000  4.18190   4.18190
0.21707  0.00000   0.00000   0.00000  7.62430   7.62430
0.25747  0.00000   0.00000   0.00000  12.73270   12.73270
0.29778  0.00000   0.00000   0.00000  21.01870   21.01870
0.33773  0.00000   0.00000   0.00000  24.20490   24.20490
0.37809  0.00000   0.00000   0.00000  32.85810   32.85810
0.41837  0.00000   0.00000   0.00000  39.07220   39.07220
0.45719  0.00000   0.00000   0.00000  102.63360   102.63360
0.50890  0.00000   0.00000   0.00000  111.27970   111.27970
0.54629  0.00000   0.00000   0.00000  42.93780   42.93780
0.57966  0.00000   0.00000   0.00000  30.73680   30.73680
0.62151  0.00000   0.00000   0.00000  21.23540   21.23540
0.66072  0.00000   0.00000   0.00000  16.36480   16.36480
0.70001  0.00000   0.00000   0.00000  14.27800   14.27800
0.73957  0.00000   0.00000   0.00000  15.56140   15.56140
0.77903  0.00000   0.00000   0.00000  14.50760   14.50760
0.81876  0.00000   0.00000   0.00000  14.49550   14.49550
0.85852  0.00000   0.00000   0.00000  19.72920   19.72920
0.89838  0.00000   0.00000   0.00000  19.32730   19.32730
0.93778  0.00000   0.00000   0.00000  21.50010   21.50010
0.97761  0.00000   0.00000   0.00000  25.14760   25.14760
1.01716  0.00000   0.00000   0.00000  39.97350   39.97350
1.05665  0.00000   0.00000   0.00000  57.92270   57.92270
1.09627  0.00000   0.00000   0.00000  71.00170   71.00170
nan  0.00000   0.00000   0.00000  nan   0.00000
1.17444  0.00000   0.00000   0.00000  101.07450   101.07450
